;k;g;a;xE;CLUSTER;expP;stdE;xP;stdP;KG
311;200.0;90.0;0.65;93.22631801520285;0.0;0.5259270579690133;0.006516836503918917;5.634939804869387;0.0016286840095891273;2.2222222222222223
410;200.0;90.0;0.7;59.86753247784797;0.0;0.6523509559942279;0.0051963963054070614;11.65722790984741;0.002417603170846009;2.2222222222222223
510;200.0;90.0;0.75;35.98010588061965;0.0;0.8094694408526226;0.004083913883929133;15.161685992501807;0.0029267534965338924;2.2222222222222223
609;200.0;90.0;0.8;17.813862605434878;0.0;0.9933380415727194;0.003007184592385184;14.812142292466373;0.003162081984197789;2.2222222222222223
704;200.0;90.0;0.85;6.90428804102677;0.0;1.1986439305822243;0.002154571193225632;11.3345054484727;0.00311021888410889;2.2222222222222223
798;200.0;90.0;0.9;2.223059582898031;0.0;1.4239982610214543;0.0015703001679864038;7.118099397652642;0.0028692940569795323;2.2222222222222223
887;200.0;90.0;0.95;0.6157852719051171;0.0;1.676455755175077;0.0011019123248982052;3.886889210053822;0.0025977343294720746;2.2222222222222223
976;200.0;90.0;1.0;0.13662958624230806;0.0;1.971122385460085;0.0006940895331468157;1.9653577545332617;0.0023958185809700447;2.2222222222222223
19;200.0;100.0;0.5;49.812971289934865;1.0;0.6804773156813633;0.002416771078791369;201.88528037811813;0.0053492305725174535;2.0
115;200.0;100.0;0.55;88.55161667667083;0.0;0.5675338317762084;0.004096835202278101;81.04306639138245;0.004127035814087457;2.0
214;200.0;100.0;0.6;128.0885631453026;0.0;0.4840310135764752;0.006551592465579461;8.786117102268598;0.001731875427441765;2.0
312;200.0;100.0;0.65;110.23529307450086;0.0;0.5081108334135093;0.006904647120416117;4.686157603335894;0.00143713563914786;2.0
411;200.0;100.0;0.7;71.42201670591895;0.0;0.6221741466218184;0.005549490999721323;10.457709532161113;0.00221625707800926;2.0
511;200.0;100.0;0.75;43.499290888843404;0.0;0.7701693848398727;0.0043734284674946155;15.316114563143051;0.0028261868334193987;2.0
610;200.0;100.0;0.8;22.514929920269502;0.0;0.9456412664759454;0.003260614463840465;16.391495739639257;0.003169253279761866;2.0
705;200.0;100.0;0.85;9.21098205179286;0.0;1.143184994231123;0.0023340803862406754;13.523344164461573;0.003206653213584825;2.0
799;200.0;100.0;0.9;3.08849172563732;0.0;1.3593133788171958;0.0016941098080558875;9.021016354805283;0.003010189903007466;2.0
888;200.0;100.0;0.95;0.8884540191844524;0.0;1.5982972682838703;0.0011980038691533535;5.151858314642643;0.00273798157798547;2.0
977;200.0;100.0;1.0;0.20941820030714187;0.0;1.8729437276841836;0.0007713132576880268;2.684848644958989;0.00251555891474595;2.0
20;300.0;10.0;0.5;34.484878437069;0.0;0.9172510185204924;0.006544581404915997;0.15793787173363735;0.0005000981199415702;30.0
116;300.0;10.0;0.55;15.366780050596216;0.0;1.1446149268078405;0.004980689049257676;0.15745392171468506;0.0006454731230776566;30.0
215;300.0;10.0;0.6;5.1008392890538765;0.0;1.4284464445032203;0.003834982775176272;0.09048700095063147;0.0006501190662129727;30.0
313;300.0;10.0;0.65;1.447902167800366;0.0;1.7903540709308414;0.003202045002643354;0.04390270980278998;0.0006121610225969504;30.0
412;300.0;10.0;0.7;0.3802167630687921;0.0;2.2572993981055762;0.002715971902813093;0.020571115164602614;0.000566620611168878;30.0
512;300.0;10.0;0.75;0.09756032903196624;0.0;2.8598131581670536;0.002239099927802376;0.011560608468251531;0.000537085383208434;30.0
611;300.0;10.0;0.8;0.02916302420168416;0.0;3.568174013436408;0.0017492530538376538;0.010460926733641471;0.0007613895371773544;30.0
706;300.0;10.0;0.85;0.01693722662682875;0.0;3.949786214208375;0.00138326286802566;0.017275822889889682;0.0026752568559302685;30.0
800;300.0;10.0;0.9;0.019504492307187243;0.0;3.6514701582742495;0.001989411692304418;0.02624945620382586;0.0072412986120336436;30.0
889;300.0;10.0;0.95;0.025952286107164102;0.0;0.17767194381381174;0.005370589836170769;0.01771252537261071;0.11996353131707467;30.0
42;300.0;10.0;1.0;0.019249113807445012;0.0;2.2851675509409715;0.00391251367685539;0.02175533594844354;0.05599532396621143;30.0
21;300.0;20.0;0.5;67.313919482763;0.0;0.6718544340065934;0.005727320078484667;4.616125896723607;0.0015863713270419552;15.0
117;300.0;20.0;0.55;51.24305088321464;0.0;0.8594010144938422;0.005365729088295996;1.8003499863481986;0.0011291090208446516;15.0
216;300.0;20.0;0.6;27.66628888983265;0.0;1.0806277101685346;0.004256028511523874;0.6070522100239989;0.0007808774228118693;15.0
314;300.0;20.0;0.65;10.595844800593172;0.0;1.3460183162178052;0.003250091239223873;0.204739782550808;0.0005610442435126927;15.0
413;300.0;20.0;0.7;3.328994455615338;0.0;1.6646463659293904;0.002653004890548136;0.06803035651161106;0.0004310479178942559;15.0
513;300.0;20.0;0.75;0.9368529223569158;0.0;2.057464137771342;0.0021739317120245396;0.02271249175292513;0.000384497652675483;15.0
9;300.0;20.0;0.8;0.47356110778307586;0.0;2.3027606322241163;0.0017683176487192753;0.1869225463133296;0.0010239051780950295;15.0
707;300.0;20.0;0.85;0.06270677211513287;0.0;3.179025542567164;0.0012591902706604705;0.008760405537790509;0.0005046318673596351;15.0
801;300.0;20.0;0.9;0.022134682825948042;0.0;3.6694923450002115;0.0008736766695277957;0.02526111714763113;0.0015563861017811199;15.0
890;300.0;20.0;0.95;0.017513730583279947;0.0;3.5808057394509074;0.0006858941140459784;0.07470430782400203;0.005064025066037499;15.0
978;300.0;20.0;1.0;0.02222382559381872;0.0;3.781531720163292;0.001269594170073674;0.05583754741616245;0.008137371278983617;15.0
22;300.0;30.0;0.5;79.44318206493391;0.0;0.5351427254484867;0.005452501008543684;11.695391948655493;0.0021646118563339225;10.0
118;300.0;30.0;0.55;69.1332706876632;0.0;0.6957341126473128;0.005200747630223424;9.252392970087351;0.002042304467328928;10.0
217;300.0;30.0;0.6;49.78958826575595;0.0;0.8858248685508602;0.004621410449952422;5.440654840547615;0.0017554996137659;10.0
315;300.0;30.0;0.65;25.451523589035393;0.0;1.1101562624768668;0.0035427884705011405;2.8386327711181005;0.0014801857454272078;10.0
414;300.0;30.0;0.7;9.62710606569093;0.0;1.3739048744180689;0.0027236632812711967;1.2957402719040347;0.0012126011100934055;10.0
514;300.0;30.0;0.75;3.0700905998322843;0.0;1.6847831281627994;0.0022122048346439084;0.5293444093840995;0.0010005752963544196;10.0
612;300.0;30.0;0.8;0.8682009401551959;0.0;2.060185557746808;0.0017514789359183922;0.20592112460129053;0.0008980448954139957;10.0
708;300.0;30.0;0.85;0.2210374154897181;0.0;2.530102374256933;0.001296248882998507;0.08067809139743949;0.0008790741919446808;10.0
802;300.0;30.0;0.9;0.053304389978274816;0.0;3.1099183896287985;0.0008664409168032866;0.036373386133685834;0.0009129663656771887;10.0
891;300.0;30.0;0.95;0.018960049567611305;0.0;3.674855858726583;0.000509178873626381;0.03468806211490776;0.0013725273754833013;10.0
979;300.0;30.0;1.0;0.01708771169174716;0.0;3.734816974349364;0.0004038775339606292;0.1031042348427105;0.004095017772866993;10.0
23;300.0;40.0;0.5;98.26817719541916;0.0;0.4724807970239132;0.005629065265562401;14.482994600923233;0.0022068474551493653;7.5
119;300.0;40.0;0.55;82.80538645905787;0.0;0.5926091130345376;0.00524019276297929;14.390235465005295;0.00228972800610303;7.5
218;300.0;40.0;0.6;65.24934075466045;0.0;0.7620447387158195;0.004755059902447945;12.201149387262536;0.002259640934983105;7.5
316;300.0;40.0;0.65;40.95151062479487;0.0;0.960421160617433;0.003910870673042472;8.127272002199584;0.002072600787615347;7.5
415;300.0;40.0;0.7;18.270626594252306;0.0;1.1930929000761694;0.002902011507147726;4.7044841498252685;0.0018371057983069359;7.5
515;300.0;40.0;0.75;6.466977346729152;0.0;1.4622837266005906;0.0022684909146570053;2.284364646638084;0.001553648961028208;7.5
613;300.0;40.0;0.8;2.000638531342076;0.0;1.7778577501386064;0.0018137029601474227;0.9787845950334748;0.0013253198247707087;7.5
709;300.0;40.0;0.85;0.5426063754653887;0.0;2.158572188522434;0.001364790568318563;0.4004183106685959;0.0012192694790010429;7.5
803;300.0;40.0;0.9;0.1277976433399445;0.0;2.633823486936981;0.0009264164106685185;0.16448442395784146;0.0011906925167194163;7.5
892;300.0;40.0;0.95;0.02950669077977348;0.0;3.242563497149192;0.0005260760305980325;0.07156901171660619;0.0011969472791009516;7.5
980;300.0;40.0;1.0;0.014896669591824232;0.0;3.5659876749809034;0.00024429154358904373;0.09528768161470318;0.0021504323608332715;7.5
24;300.0;50.0;0.5;106.3952512802105;0.0;0.4795067381938883;0.005110928877485738;31.463434743100272;0.0028625674785783587;6.0
120;300.0;50.0;0.55;100.57472721826176;0.0;0.5281159927434534;0.005504744753478453;15.428929080619724;0.002223533204017301;6.0
219;300.0;50.0;0.6;78.535814276544;0.0;0.6757218554280191;0.004886085812559675;17.19580815346838;0.0024488774271145693;6.0
317;300.0;50.0;0.65;54.688087615790955;0.0;0.8563927377831001;0.004183827702242821;14.070300208240216;0.0024170225833107218;6.0
416;300.0;50.0;0.7;28.326931301486983;0.0;1.067609726809804;0.0031708545205311675;9.653790841670844;0.00227014122256141;6.0
516;300.0;50.0;0.75;11.00645145500546;0.0;1.3104912491072689;0.002370877772203347;5.494114348832194;0.002011309893250644;6.0
614;300.0;50.0;0.8;3.6277784047518367;0.0;1.5899718345991114;0.0018699140132346398;2.6412310828326633;0.00172097504711871;6.0
710;300.0;50.0;0.85;1.0581608344937985;0.0;1.91899590731774;0.0014360712845231385;1.1440953128404028;0.0015180292440225866;6.0
804;300.0;50.0;0.9;0.26086592320932034;0.0;2.3191422862724287;0.000996873010009375;0.4840720074833453;0.0014350715305247864;6.0
893;300.0;50.0;0.95;0.05416843899772057;0.0;2.82245185187238;0.0005859700679473263;0.2063208984970086;0.001405830259867846;6.0
981;300.0;50.0;1.0;0.015264715314927412;0.0;3.354949192298361;0.00023597928996829404;0.10225293651193547;0.0014845745576763142;6.0
25;300.0;60.0;0.5;100.5036208902678;0.0;0.5223384265555098;0.004220850206578153;78.3701656004722;0.003906909403128517;5.0
121;300.0;60.0;0.55;120.96032254859459;0.0;0.49643093105495295;0.005727826521423465;16.734402145894133;0.0021785675339603683;5.0
220;300.0;60.0;0.6;93.91156539014557;0.0;0.6125132305644765;0.005124276594338756;18.827068457497138;0.0024138938695774967;5.0
318;300.0;60.0;0.65;67.40444115765627;0.0;0.7789536015898368;0.00440064294953686;18.975045064296406;0.002582191690912009;5.0
417;300.0;60.0;0.7;39.03576853071525;0.0;0.9740742580422378;0.0034597557617701696;14.952988712995042;0.002545019989788991;5.0
517;300.0;60.0;0.75;16.63467025561275;0.0;1.1987147387369466;0.0025296082259165355;9.750498702352687;0.002360370503343522;5.0
615;300.0;60.0;0.8;5.767510622403625;0.0;1.4539759436480892;0.0019392544005265358;5.248547573543976;0.0020689545910601032;5.0
711;300.0;60.0;0.85;1.7691851587927518;0.0;1.7488071385780772;0.0014980413268127664;2.4455519391057225;0.0017996588673619648;5.0
805;300.0;60.0;0.9;0.466918384557676;0.0;2.0999479388912388;0.001070110082680077;1.0679349974073788;0.0016471111613922196;5.0
894;300.0;60.0;0.95;0.09748145737526404;0.0;2.530877825938981;0.0006501026758944009;0.4655399848913452;0.001587588577208154;5.0
982;300.0;60.0;1.0;0.019376848601609757;0.0;3.0849434692235893;0.00028210723129315897;0.2039580208047125;0.0015602715070140176;5.0
26;300.0;70.0;0.5;86.85293763806514;1.0;0.5791656129930707;0.003391972181574187;170.45985919479682;0.005051205128391443;4.285714285714286
122;300.0;70.0;0.55;130.76764094011077;0.0;0.4997770734733454;0.005437631561227658;27.931680227081213;0.0025810932842213604;4.285714285714286
221;300.0;70.0;0.6;112.2326537192438;0.0;0.5673252811136592;0.0054265883217238286;18.379036265827626;0.002279613225086041;4.285714285714286
319;300.0;70.0;0.65;80.27817639526997;0.0;0.7187080887361228;0.004612865762996329;22.0903988613741;0.0026216217601233807;4.285714285714286
418;300.0;70.0;0.7;49.98882155162054;0.0;0.9009748472012578;0.003728086165091158;19.719026380773112;0.002702643987629325;4.285714285714286
518;300.0;70.0;0.75;23.236385379221506;0.0;1.1118637149970765;0.002729543804906965;14.463875070345313;0.0026131134534993663;4.285714285714286
616;300.0;70.0;0.8;8.478289693791831;0.0;1.3498442806502542;0.0020331483270845333;8.62226409972581;0.002358188742539688;4.285714285714286
712;300.0;70.0;0.85;2.6888123891475946;0.0;1.620522401079155;0.001559187761725389;4.3461983260672685;0.0020612247172861814;4.285714285714286
806;300.0;70.0;0.9;0.7493704887187113;0.0;1.9376054476377715;0.0011357971775041867;1.977682960002212;0.0018473771499573962;4.285714285714286
895;300.0;70.0;0.95;0.16656268264158874;0.0;2.321577965102065;0.0007196618950803558;0.8782725953956243;0.001746831209098711;4.285714285714286
983;300.0;70.0;1.0;0.02843400296804916;0.0;2.7997834892585844;0.0003365086260083499;0.391855269969866;0.0017008154837554114;4.285714285714286
27;300.0;80.0;0.5;74.81529280790316;1.0;0.6432563717796413;0.002779033761876729;291.7975792040816;0.005875777555664393;3.75
123;300.0;80.0;0.55;127.69373742499691;1.0;0.5276277758868851;0.004784704592914729;57.31045142569904;0.0033330984861479505;3.75
222;300.0;80.0;0.6;132.6462342792452;0.0;0.5367199606399939;0.0057206088107471355;17.519558776120896;0.0021380057234108773;3.75
320;300.0;80.0;0.65;94.24154717780966;0.0;0.6708714208494141;0.004844174724892553;23.391880840222395;0.0025746979193288066;3.75
419;300.0;80.0;0.7;60.97983433511518;0.0;0.8422155953137852;0.003965220552167312;23.597800538543066;0.002781060108105928;3.75
519;300.0;80.0;0.75;30.646258066004872;0.0;1.0417255227961129;0.0029497238726662127;19.12136591868121;0.002786991574168823;3.75
617;300.0;80.0;0.8;11.800780882998149;0.0;1.2666948140152836;0.002151355468078957;12.496870150970821;0.0025912929741618114;3.75
713;300.0;80.0;0.85;3.8548921476180698;0.0;1.5196155646605058;0.0016288879269638276;6.7888003310035385;0.002293703133615598;3.75
807;300.0;80.0;0.9;1.113285300605264;0.0;1.8111821520636409;0.0011964763176403154;3.2457091595740466;0.0020373600336677715;3.75
896;300.0;80.0;0.95;0.2644659060784383;0.0;2.1582559131305827;0.0007851914039016289;1.4724493454225926;0.0018896622292196336;3.75
984;300.0;80.0;1.0;0.044891035574546524;0.0;2.5869888440456745;0.00039689428649790316;0.6679830048631371;0.0018246908602147726;3.75
28;300.0;90.0;0.5;60.096964336948815;1.0;0.6944425011445637;0.0022640835660075764;382.7182328612;0.0061564047641581385;3.3333333333333335
124;300.0;90.0;0.55;117.98112529182592;1.0;0.5681792391649798;0.0041048728671400645;110.61765144180096;0.004184136339431321;3.3333333333333335
5;300.0;90.0;0.6;137.96415095223344;0.0;0.5459077212823277;0.005688796474589682;23.108617077812585;0.0022344305306187394;3.3333333333333335
321;300.0;90.0;0.65;110.40454886146446;0.0;0.6322877486860239;0.005113407862301411;22.90696783019697;0.002454539399813127;3.3333333333333335
420;300.0;90.0;0.7;72.21340800041105;0.0;0.7938698851209167;0.004183350833134768;26.41446170768879;0.0028006606487397663;3.3333333333333335
520;300.0;90.0;0.75;38.70446690828583;0.0;0.983504494519004;0.003173745789879918;23.363326420695078;0.002898121196364188;3.3333333333333335
618;300.0;90.0;0.8;15.756047055540344;0.0;1.1981442942881848;0.002290351121332213;16.598151244799045;0.0027735428346086174;3.3333333333333335
714;300.0;90.0;0.85;5.301350195750669;0.0;1.4375594030884542;0.0017084928538570502;9.673285111962802;0.002496507260831338;3.3333333333333335
808;300.0;90.0;0.9;1.5710242541773094;0.0;1.709629240539527;0.001257416925458514;4.868857355185441;0.002215132334774024;3.3333333333333335
897;300.0;90.0;0.95;0.39352112453426696;0.0;2.030500695031847;0.0008455790133657016;2.268024639711299;0.0020290465217819333;3.3333333333333335
985;300.0;90.0;1.0;0.07120903771739946;0.0;2.421595001493888;0.00045898184890720236;1.04259601242724;0.001936650028021668;3.3333333333333335
29;300.0;100.0;0.5;49.110297261195754;1.0;0.7411119287369133;0.001897027570541676;426.17742766222807;0.0060910939680370365;3.0
125;300.0;100.0;0.55;104.49150001560969;1.0;0.6119452048970949;0.003487144502641269;186.57192434100398;0.0049512761467114174;3.0
223;300.0;100.0;0.6;162.1860778523627;1.0;0.524156178324209;0.005710878326011008;26.501531196562468;0.002368314713288778;3.0
322;300.0;100.0;0.65;128.4980328784496;0.0;0.6013096151090135;0.00539976411250097;21.47484715509065;0.002302802231197859;3.0
421;300.0;100.0;0.7;84.25514111999293;0.0;0.753180972613519;0.004402162168864878;27.959948663397807;0.002766526760246764;3.0
521;300.0;100.0;0.75;47.31382878237117;0.0;0.9341685711428016;0.003393003932800504;26.963246869669266;0.00295915349254992;3.0
619;300.0;100.0;0.8;20.332116617141768;0.0;1.1402523987048359;0.002444353284412515;20.694445799213966;0.0029121457200927485;3.0
715;300.0;100.0;0.85;7.0616610825728925;0.0;1.3690051357177682;0.0017981485639598817;12.877619012216844;0.002670096389081116;3.0
809;300.0;100.0;0.9;2.142006512462446;0.0;1.6259791782016093;0.0013226557437793238;6.814287352652266;0.0023778012826548827;3.0
898;300.0;100.0;0.95;0.5569864763747547;0.0;1.924879944730016;0.0009026378239341779;3.2746764399968322;0.0021596990987863434;3.0
986;300.0;100.0;1.0;0.10864495146942182;0.0;2.284905386480463;0.0005175112599905929;1.5263945471986609;0.002038167435411774;3.0
30;400.0;10.0;0.5;34.78101020825125;0.0;0.9909398899066388;0.006621297368968383;0.8288322862400413;0.0011827391918403415;40.0
126;400.0;10.0;0.55;13.635178064164212;0.0;1.2272679768627328;0.004936804381035521;0.5102039644232955;0.0012394142812506286;40.0
224;400.0;10.0;0.6;4.352633586924562;0.0;1.524318322830152;0.0039399754092218475;0.2923180324799654;0.001270910847727026;40.0
323;400.0;10.0;0.65;1.3091095428235202;0.0;1.89936279031831;0.003353993817216448;0.17670932657690716;0.0013225660338691788;40.0
422;400.0;10.0;0.7;0.4249984339249316;0.0;2.3679007410548154;0.002869577386905527;0.12447955504455273;0.0014259234323714572;40.0
522;400.0;10.0;0.75;0.1900346931349592;0.0;2.943893233111252;0.0024310967170241143;0.11184702759380567;0.0016418986677352518;40.0
620;400.0;10.0;0.8;0.14263796277051147;0.0;3.3646684835721765;0.002295321054501077;0.12197379455208493;0.002966540148389629;40.0
716;400.0;10.0;0.85;0.14929883819835124;0.0;0.8781575700756296;0.003351850435231352;0.13138109269990006;0.0217914253647247;40.0
20;400.0;10.0;0.9;0.12008760753765711;0.0;2.3437354608753695;0.0025771422776985015;0.10822128944181571;0.02526769482371127;40.0
31;400.0;10.0;0.95;0.09620474522490002;0.0;1.9449441093112676;0.005172071822473657;0.0934258602967577;0.052814059506342825;40.0
43;400.0;10.0;1.0;0.09714824841615968;0.0;1.3649159500981674;0.004222123202085206;0.06816761992106815;0.06274548756267935;40.0
31;400.0;20.0;0.5;98.3003747367158;0.0;0.7800443565562409;0.006037502514485417;1.8007317016370068;0.0008776115807000242;20.0
127;400.0;20.0;0.55;63.540469989849036;0.0;0.9772563514366092;0.005358068044623819;0.16121641137372664;0.00031449187779263233;20.0
225;400.0;20.0;0.6;28.072630489342647;0.0;1.2160256753981993;0.004079682381538025;0.006061102041625761;8.308056480887233e-05;20.0
324;400.0;20.0;0.65;9.583377188402249;0.0;1.5056494619570384;0.00323843022263238;0.013474513545917308;0.000144894204011074;20.0
423;400.0;20.0;0.7;2.9434489855994803;0.0;1.86188129179552;0.0026925660148547173;0.03631159960711365;0.0002766007086751461;20.0
523;400.0;20.0;0.75;0.8939784606134545;0.0;2.3099123125400767;0.0022131063462041685;0.0609056361723265;0.0004229975013529596;20.0
621;400.0;20.0;0.8;0.3140816234902293;0.0;2.8762504042056225;0.0017620816725088745;0.08419586688699593;0.0006188998155961207;20.0
717;400.0;20.0;0.85;0.16839232370010546;0.0;3.391780881300874;0.001391320645282232;0.11483300591361617;0.0015780075980916818;20.0
810;400.0;20.0;0.9;0.14623563157327776;0.0;3.891112759210336;0.0012820865492755185;0.14309872868504106;0.0030076413887473235;20.0
899;400.0;20.0;0.95;0.16074879178060114;0.0;3.761031654837909;0.0019727495889804046;0.1762186557357661;0.00661594389601836;20.0
987;400.0;20.0;1.0;0.1839161405225556;0.0;0.24752295896460144;0.004302415395868865;0.08671434045106209;0.06952516145420486;20.0
32;400.0;30.0;0.5;117.68556163196631;0.0;0.6355442300357957;0.005366739022811185;15.30636548723203;0.0020403287020844207;13.333333333333334
128;400.0;30.0;0.55;99.57657095359384;0.0;0.8109329759546264;0.005274857348770846;6.555737683632826;0.0014946766004439035;13.333333333333334
226;400.0;30.0;0.6;61.56143064829464;0.0;1.0173682195260154;0.004434254544563568;2.3045177264869774;0.001041437913037812;13.333333333333334
325;400.0;30.0;0.65;26.18993445646068;0.0;1.2656260603398766;0.0033595058850037908;0.8108425659696712;0.0007552787834620475;13.333333333333334
424;400.0;30.0;0.7;8.977636642396664;0.0;1.5594054349784616;0.0027012174179827484;0.2517273378387652;0.0005581886790990886;13.333333333333334
524;400.0;30.0;0.75;2.777075775940904;0.0;1.9131431385455644;0.0022042016289112822;0.08311415210329759;0.0004948330930132491;13.333333333333334
622;400.0;30.0;0.8;0.8427584353001347;0.0;2.353288529822924;0.001736086244378636;0.059781233715807534;0.0005572665016692467;13.333333333333334
718;400.0;30.0;0.85;0.29535050822824144;0.0;2.914163737717939;0.001295990042304529;0.0791125708541086;0.0006802487569830515;13.333333333333334
811;400.0;30.0;0.9;0.1629182088530477;0.0;3.405837253648627;0.0009487587952830556;0.1239169761383579;0.0015119496267808714;13.333333333333334
900;400.0;30.0;0.95;0.14612737256474126;0.0;3.6494523182096255;0.0008359776186829624;0.20131827429110474;0.003663354445741571;13.333333333333334
988;400.0;30.0;1.0;0.1622458020561715;0.0;3.8400464981752966;0.0012909204080856526;0.21722728292776808;0.006281075369252547;13.333333333333334
33;400.0;40.0;0.5;124.9613450883308;0.0;0.5515435347638942;0.005006848684785343;32.24732137676937;0.0026520868305631496;10.0
129;400.0;40.0;0.55;118.17742080222507;0.0;0.699085859449048;0.005077268743100724;18.474370666766177;0.002156923741706037;10.0
227;400.0;40.0;0.6;88.21369149381725;0.0;0.8847645512297858;0.004616234331847889;9.85981987909724;0.0017705556584974766;10.0
326;400.0;40.0;0.65;46.74641306664856;0.0;1.1044479581962543;0.003597757145985331;4.737671958504019;0.0014367217036979575;10.0
425;400.0;40.0;0.7;18.176015549055844;0.0;1.3639964318295064;0.0027647516680731803;2.0439269967429943;0.0011510398192930925;10.0
525;400.0;40.0;0.75;6.04584820231411;0.0;1.6680737760683408;0.002238822968647549;0.7614897258455173;0.0009298835357173056;10.0
623;400.0;40.0;0.8;1.8450828373447423;0.0;2.033088853132902;0.0017704369655764942;0.2791795116642721;0.0008471092375923479;10.0
719;400.0;40.0;0.85;0.5636036363050498;0.0;2.48536277698802;0.0013168997819823134;0.13649552756357336;0.0008733809606353062;10.0
812;400.0;40.0;0.9;0.21776003247398032;0.0;3.046522291113185;0.0009070041461881352;0.1123351262420795;0.000977104323556043;10.0
901;400.0;40.0;0.95;0.1460653996039639;0.0;3.5912806672046154;0.0006227318662446041;0.1408751782865376;0.0015698716077044439;10.0
989;400.0;40.0;1.0;0.14808842046433554;0.0;3.7418410675374183;0.0006595262572763931;0.2503145693152119;0.003969481908916921;10.0
34;400.0;50.0;0.5;130.04495491946912;1.0;0.5250207681019796;0.0046312733607104615;59.97762444132054;0.0032804375018465892;8.0
130;400.0;50.0;0.55;131.42014665415635;0.0;0.6211347312950847;0.004986622613142588;29.49550558364471;0.0024949797180157736;8.0
228;400.0;50.0;0.6;107.74299020992935;0.0;0.7895397928689669;0.0046780828511903405;19.77511899173874;0.0022203244503093056;8.0
327;400.0;50.0;0.65;67.38141210747371;0.0;0.9890554647645916;0.0038645835350978866;11.526617271762376;0.0019259586174824323;8.0
426;400.0;50.0;0.7;29.63090774549692;0.0;1.2249453773157168;0.0028901538930369525;6.111485381920693;0.0016510738906071961;8.0
526;400.0;50.0;0.75;10.580155486199883;0.0;1.4981135974913518;0.002281438123453408;2.7034541920587305;0.0013593071596393065;8.0
624;400.0;50.0;0.8;3.3779433406225032;0.0;1.8182989507303624;0.0018184563456695175;1.0561951770957418;0.0011582599044347589;8.0
720;400.0;50.0;0.85;1.005448480153585;0.0;2.2061738221473797;0.0013624961877581289;0.41954046540288414;0.001100660248634047;8.0
813;400.0;50.0;0.9;0.32227608992643103;0.0;2.6936143012964378;0.0009343385979748414;0.20682150795795276;0.0011187512089880249;8.0
902;400.0;50.0;0.95;0.1585973002227522;0.0;3.252312424688653;0.0005784683361482247;0.15292095462321773;0.001250669232331021;8.0
990;400.0;50.0;1.0;0.1394089236752856;0.0;3.5748039898163735;0.00044286637056895664;0.24288890954837994;0.0025842435233212253;8.0
35;400.0;60.0;0.5;113.05179920581844;1.0;0.5613014385480977;0.003713015189681832;147.6378061998572;0.00449248166126416;6.666666666666667
131;400.0;60.0;0.55;143.7767813465221;1.0;0.5728681862713619;0.004935167696570846;40.693442260262096;0.002746701653240797;6.666666666666667
229;400.0;60.0;0.6;124.24650949905441;0.0;0.717129775846342;0.004734897082816953;28.6501957169285;0.002463591496266255;6.666666666666667
328;400.0;60.0;0.65;85.50026060579924;0.0;0.902880338557257;0.0040634473844079685;19.895201801227838;0.00227494668625108;6.666666666666667
427;400.0;60.0;0.7;42.62064973427282;0.0;1.120204838764643;0.003073935281800134;12.048698033896484;0.0020363826898113645;6.666666666666667
527;400.0;60.0;0.75;16.24582666857984;0.0;1.3715581933756142;0.0023447810426201372;6.165041420699969;0.0017420659027530966;6.666666666666667
625;400.0;60.0;0.8;5.419233809466107;0.0;1.6619050317320314;0.0018627347354499648;2.6647426543176347;0.0014656039488969955;6.666666666666667
721;400.0;60.0;0.85;1.6482783164689143;0.0;2.005550004035233;0.0014171261751558895;1.0701834960837509;0.0013192179222755954;6.666666666666667
814;400.0;60.0;0.9;0.4860245911557503;0.0;2.428769695113937;0.0009781678859633464;0.4584922577470735;0.0012928878263594322;6.666666666666667
903;400.0;60.0;0.95;0.1867653427839316;0.0;2.968547344519158;0.0005933407082865142;0.2397135854373247;0.0013048856383855415;6.666666666666667
991;400.0;60.0;1.0;0.1350313607123469;0.0;3.434321243429873;0.00035592916137375084;0.20996846194126506;0.0017276694011614773;6.666666666666667
36;400.0;70.0;0.5;92.61121298633242;1.0;0.6239083770762102;0.002921342726082573;306.5992636838675;0.0056830310008569845;5.714285714285714
132;400.0;70.0;0.55;152.92805259183666;1.0;0.5535076443701851;0.004772884152286257;59.904011902745964;0.0031185255300914547;5.714285714285714
230;400.0;70.0;0.6;140.29268679743765;0.0;0.6617080888780856;0.00482197890059881;35.27698531690346;0.002578560659773668;5.714285714285714
329;400.0;70.0;0.65;102.37099429558948;0.0;0.8344441603941845;0.004230333914786082;27.875331555459443;0.00249035624837513;5.714285714285714
428;400.0;70.0;0.7;56.496177359910746;0.0;1.0378540184538854;0.0032849477709186487;18.954839510046686;0.002318906742119227;5.714285714285714
528;400.0;70.0;0.75;23.01231264965452;0.0;1.272963443670816;0.0024404360642981625;10.957537046844832;0.0020613646090340823;5.714285714285714
626;400.0;70.0;0.8;7.952559061558263;0.0;1.5414412088583065;0.0019082940820651351;5.244060020633286;0.0017552469526265805;5.714285714285714
722;400.0;70.0;0.85;2.4930200221063594;0.0;1.854494267313989;0.0014678616967454448;2.2153989794379787;0.0015342374116959802;5.714285714285714
815;400.0;70.0;0.9;0.721765363471875;0.0;2.231505432452519;0.0010307962816272997;0.9282474243457391;0.001452252880031902;5.714285714285714
904;400.0;70.0;0.95;0.2338537981005148;0.0;2.704071486868288;0.0006286505743960173;0.4286817144088692;0.0014403858805333168;5.714285714285714
